0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.617187500000000000e+00,4.891601562500000000e+00,3.167968750000000000e+00,2.811523437500000000e+00,5.830000000000000000e+02,4.860000000000000000e+02,1.190000000000000000e+03,1.021000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.595703125000000000e+00,4.898437500000000000e+00,3.167968750000000000e+00,2.839843750000000000e+00,5.250000000000000000e+02,4.430000000000000000e+02,1.221000000000000000e+03,1.047000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.654296875000000000e+00,4.919921875000000000e+00,3.149414062500000000e+00,2.754882812500000000e+00,5.410000000000000000e+02,5.200000000000000000e+02,1.169000000000000000e+03,1.049000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.619140625000000000e+00,4.877929687500000000e+00,3.132812500000000000e+00,2.841796875000000000e+00,5.610000000000000000e+02,4.980000000000000000e+02,1.167000000000000000e+03,1.080000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.612304687500000000e+00,4.913085937500000000e+00,3.188476562500000000e+00,2.843750000000000000e+00,5.800000000000000000e+02,5.110000000000000000e+02,1.195000000000000000e+03,1.104000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.600585937500000000e+00,4.924804687500000000e+00,3.174804687500000000e+00,2.804687500000000000e+00,5.490000000000000000e+02,7.900000000000000000e+01,1.259000000000000000e+03,1.065000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.699218750000000000e+00,4.881835937500000000e+00,3.149414062500000000e+00,2.776367187500000000e+00,5.690000000000000000e+02,5.380000000000000000e+02,1.183000000000000000e+03,9.790000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.624023437500000000e+00,4.945312500000000000e+00,3.167968750000000000e+00,2.781250000000000000e+00,5.660000000000000000e+02,5.390000000000000000e+02,1.127000000000000000e+03,1.019000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.640625000000000000e+00,4.875000000000000000e+00,3.146484375000000000e+00,2.764648437500000000e+00,5.600000000000000000e+02,5.060000000000000000e+02,1.235000000000000000e+03,1.014000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.635742187500000000e+00,4.931640625000000000e+00,3.163085937500000000e+00,2.811523437500000000e+00,5.470000000000000000e+02,4.770000000000000000e+02,1.199000000000000000e+03,1.046000000000000000e+03
