6.433105468750000000e-01,1.689453125000000000e-01,7.397460937500000000e-01,-7.311125518754124641e-04,-8.850255981087684631e-04,-5.110614001750946045e-04,7.531875133514404297e+00,-5.468438148498535156e+00,4.176562726497650146e-01,2.245319336652755737e-01,-7.032199501991271973e-01,7.132655978202819824e-01
6.433105468750000000e-01,1.711425781250000000e-01,7.404785156250000000e-01,-7.134953630156815052e-04,-3.444096073508262634e-04,-1.537326723337173462e-03,1.355737495422363281e+01,-9.843188285827636719e+00,7.517812848091125488e-01,2.245884537696838379e-01,-7.032052874565124512e-01,7.132191061973571777e-01
6.428222656250000000e-01,1.711425781250000000e-01,7.409667968750000000e-01,-1.770121598383411765e-04,-8.554011583328247070e-04,-1.500282436609268188e-03,1.794324493408203125e+01,-1.305517578125000000e+01,8.798625469207763672e-01,2.246513962745666504e-01,-7.031820416450500488e-01,7.131171822547912598e-01
6.406250000000000000e-01,1.704101562500000000e-01,7.436523437500000000e-01,8.658342994749546051e-04,-1.873370260000228882e-03,-9.448397904634475708e-04,2.145194053649902344e+01,-1.562476634979248047e+01,9.823275804519653320e-01,2.246875613927841187e-01,-7.031071186065673828e-01,7.129886150360107422e-01
6.420898437500000000e-01,1.706542968750000000e-01,7.429199218750000000e-01,-7.129008299671113491e-04,-1.308937557041645050e-03,-9.220726788043975830e-04,2.440373992919921875e+01,-1.768043899536132812e+01,1.203518390655517578e+00,2.247133404016494751e-01,-7.030585408210754395e-01,7.128633260726928711e-01
6.435546875000000000e-01,1.701660156250000000e-01,7.436523437500000000e-01,-1.734303659759461880e-03,2.804743126034736633e-04,6.580166518688201904e-04,2.676518058776855469e+01,-1.932497596740722656e+01,1.380470991134643555e+00,2.246907204389572144e-01,-7.030113935470581055e-01,7.127753496170043945e-01
6.442871093750000000e-01,1.687011718750000000e-01,7.414550781250000000e-01,-1.173222670331597328e-03,-7.648654282093048096e-04,-3.964211791753768921e-04,2.879917526245117188e+01,-2.049670028686523438e+01,1.522033095359802246e+00,2.246629446744918823e-01,-7.030169963836669922e-01,7.125831246376037598e-01
6.433105468750000000e-01,1.694335937500000000e-01,7.419433593750000000e-01,-1.063710733433254063e-04,-2.271449193358421326e-04,-3.868695348501205444e-04,3.042637252807617188e+01,-2.143407821655273438e+01,1.635282754898071289e+00,2.246632725000381470e-01,-7.029937505722045898e-01,7.123065590858459473e-01
6.423339843750000000e-01,1.696777343750000000e-01,7.431640625000000000e-01,1.973354257643222809e-03,-1.260251738131046295e-03,-3.775469958782196045e-04,3.158328628540039062e+01,-2.232788848876953125e+01,1.308226227760314941e+00,2.246897965669631958e-01,-7.029513716697692871e-01,7.119215726852416992e-01
6.430664062500000000e-01,1.691894531250000000e-01,7.421875000000000000e-01,3.679319343063980341e-04,-1.913039013743400574e-04,1.508407294750213623e-04,3.250881576538085938e+01,-2.304293632507324219e+01,1.046581029891967773e+00,2.246823161840438843e-01,-7.029238939285278320e-01,7.114928960800170898e-01
